PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Kamari Lassiter,2572102,DB,HOU,62,29,,7,4,,,,,,,,,17,1,,,1,177.90
Kam Curl,2565270,DB,LAR,79,43,2,2,2,1,,,,,,,,5,2,,,2,175.30
Nick Cross,2567700,DB,IND,72,48,2.5,5,1,1,,,,,,,,5,6,,,3,171.80
Cooper DeJean,2572375,DB,PHI,64,29,,4,2,1,,,,,,,,16,1,32,,4,171.47
Jordan Battle,2569648,DB,CIN,62,63,,2,4,2,,,,,,,,6,,6,,5,170.00
Talanoa Hufanga,2566529,DB,DEN,67,39,2,6,,1,,,,,,,,11,3,,,6,169.40
Tykee Smith,2572555,DB,TB,61,39,2,6,1,,2,,,,,,,13,5,,,7,168.40
Mike Jackson,2562434,DB,CAR,54,14,,4,4,1,,1,,,,,,19,,102,,8,167.80
Chamarri Conner,2569927,DB,KC,75,42,2,4,1,2,,,,,,,,2,5,1,,9,165.73
Tyson Campbell,2566151,DB,CLE,54,33,,2,1,2,,1,,,,,,18,1,34,,10,164.93
Nahshon Wright,2566022,DB,CHI,54,26,,3,5,2,3,1,,,,,,11,1,118,-1,11,164.50
Kevin Byard,2555158,DB,CHI,61,32,,4,7,,,,,,,,,8,,91,,12,164.23
Dane Belton,2567988,DB,NYG,60,60,2,3,1,3,,,,,,,,5,2,8,,13,162.27
Tre'von Moehrig,2566268,DB,CAR,65,38,3,14,1,,,,,,,,,2,7,36,,14,160.50
Kyle Hamilton,2567274,DB,BAL,59,46,1,7,,2,,,,,,,,9,4,,,15,160.10
Xavier Watts,2573921,DB,ATL,59,37,,,5,,1,,,,,,,11,,32,5,16,157.93
Riley Moss,2569723,DB,DEN,57,23,1,3,1,,,,,,,,,19,1,,,17,157.30
Kool-Aid McKinstry,2572321,DB,NO,59,17,,3,3,,,,,,,,,17,,,,18,156.20
Geno Stone,2563584,DB,CIN,65,39,2,4,2,,,1,,,,,,4,4,57,,19,155.80
Alontae Taylor,2567979,DB,NO,59,24,2,7,2,,,,,,,,,11,3,21,,20,154.10
Dee Alford,2567244,DB,ATL,55,12,2,6,3,1,1,,,,,,,13,3,59,2,21,153.73
Marcus Jones,2567943,DB,NE,47,18,2,8,3,,3,1,,,,,,11,2,65,,22,153.47
Marlon Humphrey,2558067,DB,BAL,53,15,1,3,4,2,1,,,,,,,13,3,54,,23,152.80
Nick Emmanwori,2574558,DB,SEA,56,25,2.5,8,1,,,,,,,,1,11,4,,,24,152.00
Xavier McKinney,2564766,DB,GB,54,53,1,,2,1,,,,,,,,10,2,,,25,151.30
Derwin James,2560760,DB,LAC,50,44,2,6,3,1,,,,,,,,7,8,28,,26,150.83
Nate Wiggins,2571847,DB,BAL,57,19,,2,3,,,,,,,,,14,,84,,27,148.20
Budda Baker,2558009,DB,ARI,57,63,0.5,4,1,,1,,,,,,,5,1,,1,28,147.83
Jessie Bates,2560970,DB,ATL,57,41,,1,3,1,,1,,,,,,6,2,54,,29,147.40
Mike Sainristil,2572582,DB,WAS,51,34,,1,4,1,,,,,,,,12,,78,,30,146.50
Keisean Nixon,2562938,DB,GB,58,14,,3,1,,1,,,,,,,17,1,,22,31,146.13
Antoine Winfield Jr.,2565261,DB,TB,53,40,1,4,2,1,1,,,,,,,8,4,5,,32,145.17
Jeremy Chinn,2563632,DB,LV,63,51,1,3,,2,,,,,,,,2,2,,,33,144.60
Minkah Fitzpatrick,2560725,DB,MIA,59,23,1,4,1,1,2,,,,,1,,6,2,7,,34,139.53
Camryn Bynum,2566295,DB,IND,50,31,1,3,4,1,1,,,,,,,8,,22,,35,139.33
Jeremy Reaves,2561394,DB,WAS,57,34,1,5,1,,,,,,,,,7,2,28,,36,138.33
Cole Bishop,2571850,DB,BUF,53,32,2,4,3,,,,,,,,,7,2,16,,37,138.23
Daxton Hill,2567451,DB,CIN,57,31,,2,1,,,,,,,,,11,,,,38,138.10
Jalen Ramsey,2555280,DB,PIT,53,35,3,4,1,,,,,,,,,8,4,2,,39,138.07
Nick Scott,2562905,DB,CAR,64,47,,,1,,1,,,,,,,3,,,,40,136.20
Alohi Gilman,2565042,DB,BAL,50,40,,1,,1,2,1,,,,,,9,1,84,11,41,136.17
Andru Phillips,2572348,DB,NYG,49,17,,8,2,,1,,,,,,,12,,56,,42,135.57
Grant Delpit,2563773,DB,CLE,48,41,3,4,1,2,2,,,,,,,4,7,25,,43,135.43
Ronnie Hickman Jr.,2570867,DB,CLE,51,52,,1,2,,,,,,,,,7,,31,,44,134.73
Evan Williams,2572057,DB,GB,48,52,,4,3,,1,,,,,,,5,,,,45,133.20
Jacob Parrish,2574594,DB,TB,50,26,2,7,2,,1,,,,,,,7,3,3,,46,132.20
Jalen Pitre,2567688,DB,HOU,43,31,,3,4,,,,,,,,,12,,18,,47,132.20
Jaquan Brisker,2567370,DB,CHI,52,41,1,1,1,,,,,,,,,8,3,32,,48,132.17
Jalen Thompson,2563339,DB,ARI,58,36,1,2,,1,,,,,,,,6,,,,49,132.10
Brian Branch,2569729,DB,DET,48,27,2.5,5,,1,1,,,,,,,9,5,,,50,130.20
Isaiah Pola-Mao,2568993,DB,LV,58,34,,3,2,,,,,,,,,4,,,,51,129.20
Kamren Kinchens,2572204,DB,LAR,56,28,,,2,,2,,,,,,,6,2,53,13,52,128.00
Amani Hooker,2562666,DB,TEN,58,23,1,3,,,,,,,,,,8,1,,,53,127.80
Ja'Quan McMillian,2568747,DB,DEN,40,16,4,5,2,2,,1,,,,,,9,4,61,,54,127.63
Jaylinn Hawkins,2563500,DB,NE,45,27,1.5,3,4,1,1,,,,,,,6,5,1,,55,127.23
Malachi Moore,2574444,DB,NYJ,56,45,,3,,1,1,,,,,,,3,,,25,56,127.13
Isaiah Rodgers,2564142,DB,MIN,47,19,,4,1,2,1,1,1,,,,1,4,,87,66,57,125.50
Andrew Wingard,2562606,DB,JAX,45,39,,3,1,,1,,,,,,,9,1,39,,58,124.20
A.J. Terrell,2563527,DB,ATL,49,19,,1,,2,,,,,,,,12,,,,59,123.40
Antonio Johnson,2569879,DB,JAX,37,21,2,2,5,,,1,,,,,,9,1,107,,60,123.17
Jack Jones,2567940,DB,MIA,49,28,,4,1,2,,,,,,,,6,,7,,61,122.03
Calen Bullock,2572081,DB,HOU,44,20,,,4,1,,,,,,,,10,,40,,62,121.83
Rasul Douglas,2558168,DB,MIA,37,25,1,2,2,1,,,,,,,,13,2,43,,63,120.93
C.J. Gardner-Johnson,2562588,DB,CHI,46,20,3,5,2,1,,,,,,,,4,6,60,,64,120.00
Quan Martin,2570377,DB,WAS,52,47,,1,,1,,,,,,,,3,2,,,65,119.70
Paulson Adebo,2566346,DB,NYG,56,17,,1,1,,,,,,,,,8,,,,66,119.20
Jonas Sanker,2574405,DB,NO,46,34,,3,2,,1,,,,,,,6,,29,27,67,118.77
Brandon Stephens,2565851,DB,NYJ,47,26,,4,,1,,,,,,,,9,,,,68,118.10
Reed Blankenship,2568057,DB,PHI,53,30,,1,1,1,1,,,,,,,4,,,,69,117.00
Christian Gonzalez,2570122,DB,NE,54,15,,1,,,,,,,,,,10,,,,70,116.50
Byron Murphy,2562318,DB,MIN,48,23,,3,2,,1,,,,,,,7,,15,,71,116.30
Emmanuel Forbes,2570371,DB,LAR,32,13,,,3,1,,,,,,,,18,,43,,72,116.23
Coby Bryant,2568234,DB,SEA,39,27,,4,4,1,,,,,,,,7,,43,,73,115.13
Josh Metellus,2564568,DB,MIN,42,44,0.5,1,2,,,,,,,,,6,2,,,74,114.90
Devon Witherspoon,2570323,DB,SEA,48,24,0.5,2,1,,1,,,,,,,7,4,3,,75,114.50
Mekhi Blackmon,2570086,DB,IND,50,14,1,2,2,,,,,,,,,7,,41,,76,114.27
Ji'Ayir Brown,2570287,DB,SF,44,32,,2,2,1,,,,,,,,6,,4,,77,113.83
Malaki Starks,2573952,DB,BAL,49,35,,1,2,,,,,,,,,4,1,9,,78,113.80
DaRon Bland,2567490,DB,DAL,45,28,,3,1,,,1,,,,,,6,,68,,79,113.57
Amik Robertson,2564430,DB,DET,43,9,,2,1,2,,,,,,,,12,,2,,80,113.47
Upton Stout,2574548,DB,SF,43,39,1,4,,1,,,,,,,,5,2,,,81,112.90
Jamel Dean,2562556,DB,TB,38,8,1,1,3,2,,1,,,,,,9,2,74,,82,112.77
DJ Turner II,2569654,DB,CIN,28,12,,2,2,2,1,,,,,,,18,,7,7,83,112.67
Bryan Cook,2567787,DB,KC,50,35,,1,,,,,,,,,,6,,,,84,112.50
Tyler Nubin,2572345,DB,NYG,49,29,,7,,,1,,1,,,,,2,,,27,85,112.30
Harrison Smith,2532948,DB,MIN,37,17,1,3,2,1,1,,,,,,,10,2,12,-1,86,110.07
Quentin Lake,2567844,DB,LAR,37,24,1,2,1,1,1,,,,,,,10,2,,20,87,109.57
Brandon Jones,2564469,DB,DEN,43,35,0.5,,1,,1,,,,,,,7,2,,,88,109.50
Ty Okada,2571354,DB,SEA,46,19,1.5,3,1,,1,,,,,,,6,2,,,89,108.40
Trent McDuffie,2567802,DB,KC,45,18,1,2,1,1,,,,,,,,7,1,2,,90,108.37
Jaylen Watson,2567811,DB,KC,42,22,2,3,2,,,,,,,,,6,2,14,,91,108.17
Derek Stingley Jr.,2567694,DB,HOU,26,10,,1,4,1,,1,,,,,,15,,68,,92,107.77
Carlton Davis III,2561039,DB,NE,39,30,,3,,,,,,,,,,10,1,,,93,106.50
Montaric Brown,2567727,DB,JAX,43,8,,,2,,,,,,,,,12,,,,94,106.30
Javon Bullard,2572027,DB,GB,49,34,,2,,,1,,,,,,,3,1,,,95,105.90
Donovan Wilson,2562604,DB,DAL,39,32,,3,2,1,,,,,,,,5,,21,,96,105.90
Justin Reid,2560851,DB,NO,37,35,0.5,2,1,,,1,,,,,,6,1,49,,97,105.13
Josh Jobe,2568087,DB,SEA,41,13,0.5,,1,,,,,,,,,12,2,,,98,104.80
Joey Porter Jr.,2570251,DB,PIT,35,17,1,,1,,,,,,,,,14,,,,99,103.20
Kenny Moore II,2558976,DB,IND,34,21,1.5,3,1,2,,1,,,,,,6,3,32,,100,103.17
Jarrian Jones,2572144,DB,JAX,35,14,,6,3,,1,,,,,,,8,1,13,,101,102.33
Quinyon Mitchell,2572387,DB,PHI,35,10,,,,,1,,,,,,,17,,,6,102,102.20
Denzel Burke,2574477,DB,ARI,34,15,,2,3,,,,,,,,,11,,20,,103,101.67
Tony Jefferson,2540164,DB,LAC,37,20,,1,4,,,,,,,,,7,2,5,,104,101.67
Malik Mustapha,2572504,DB,SF,44,32,,3,1,,,,,,,,,3,1,,,105,101.20
Tyrique Stevenson,2569627,DB,CHI,36,13,,1,1,2,2,,,,,,,10,,3,-4,106,100.77
Craig Woodson,2574389,DB,NE,42,37,,4,,,2,,,,,,,3,,,,107,100.70
Zyon McCollum,2568309,DB,TB,45,20,,1,1,,,,,,,,,6,,19,,108,100.13
Adoree' Jackson,2558065,DB,PHI,40,15,,,1,,,,,,,,,11,,1,,109,100.03
Ashtyn Davis,2564793,DB,MIA,43,22,,3,1,1,,,,,,,,4,,21,,110,99.90
Deommodore Lenoir,2566535,DB,SF,39,22,,4,2,,,,,,,,,5,,90,,111,98.20
Greg Newsome II,2565980,DB,JAX,41,11,,2,1,,,,,,,,,9,,,,112,97.10
Kyle Dugger,2564601,DB,PIT,29,30,1,2,2,,,1,,,1,,,5,1,73,,113,96.93
Pat Surtain II,2566043,DB,DEN,37,10,,1,1,,,,,,,,,12,,,,114,96.50
Reddy Steward,2572974,DB,DAL,40,23,1.5,5,,1,,,,,,,,3,2,,,115,96.30
Christian Benford,2567322,DB,BUF,32,11,2,4,2,,2,1,1,,,,,4,2,63,23,116,95.47
Cam Hart,2572471,DB,LAC,37,11,,,1,,,,,,,,,11,1,27,,117,94.50
Brandin Echols,2565726,DB,PIT,34,14,1,3,2,1,1,,,,,,,6,2,,,118,93.40
Renardo Green,2572495,DB,SF,36,24,,,,,,,,,,,,10,,,,119,93.40
D.J. Reed,2560850,DB,DET,37,9,,,2,1,1,,,,,,,7,,34,3,120,91.13
Tarheeb Still,2572483,DB,LAC,37,16,,5,,,,,,,,,,7,2,,,121,91.10
Mike Hughes,2560746,DB,ATL,40,11,,2,1,,,,,,,,,7,,6,,122,90.80
Eric Murray,2555173,DB,JAX,32,22,1,2,1,1,,,,,,,,6,2,12,,123,89.60
Riq Woolen,2568288,DB,SEA,33,8,,1,1,,,,,,,,,12,1,30,,124,88.80
Cordale Flott,2567997,DB,NYG,27,11,,3,1,1,,,,,,,,11,,68,,125,88.37
Jevon Holland,2566283,DB,NYG,38,25,,,1,,,,,,,,,5,,3,,126,88.10
Tre'Davious White,2557867,DB,BUF,29,11,,6,1,,,,,,,,,10,,,,127,87.60
Cobie Durant,2567826,DB,LAR,30,10,,1,3,,1,1,,,,,,7,,60,,128,87.50
Chau Smith-Wade,2571895,DB,CAR,43,13,,1,1,,,1,,,,,,2,,11,,129,86.67
Jaycee Horn,2565893,DB,CAR,26,11,,1,5,,,,,,,,,8,,46,,130,86.13
Darrell Baker Jr.,2569161,DB,TEN,39,16,,,,,,,,,,,,7,,,,131,85.60
Dadrion Taylor-Demerson,2572432,DB,ARI,32,27,,,2,,,,,,,,,6,,18,,132,84.80
Jordan Poyer,2539290,DB,BUF,31,39,0.5,1,1,,,,,,,,,3,1,10,,133,84.23
Jourdan Lewis,2557920,DB,JAX,21,18,,5,2,,1,,,,,,,10,1,6,,134,83.50
Nohl Williams,2574260,DB,KC,30,18,1,4,,,,,,,,,,7,1,,,135,81.80
Jaylen McCollough,2573734,DB,LAR,36,15,2,2,,,,,,,,,,4,2,,,136,81.00
Kyu Blu Kelly,2569570,DB,LV,31,9,,1,3,,1,,,,,,,6,,26,3,137,80.87
Eric Stokes,2566097,DB,LV,35,18,,3,,,,,,,,,,5,,,,138,80.30
Quincy Riley,2574404,DB,NO,29,6,,,1,1,,,,,,,,10,,,,139,79.10
Denzel Ward,2560916,DB,CLE,29,10,,2,1,,,,,,,,,9,,13,,140,78.93
Jarvis Brownlee Jr.,2572060,DB,NYJ,35,18,,3,,1,,,,,,,,3,,,,141,78.80
Will Johnson,2574484,DB,ARI,27,10,,2,,1,,,,,,,,10,,,,142,78.00
Tony Adams,2568444,DB,NYJ,31,18,1,3,,,,,,,,,,5,1,,,143,76.80
Taron Johnson,2560766,DB,BUF,34,23,,1,,,,,,,,,,4,,,,144,76.30
Rock Ya-Sin,2562614,DB,DET,27,20,,,,,,,,,,,,9,2,,,145,76.00
Donte Jackson,2560753,DB,LAC,16,8,,1,4,,,,,,,,,12,,27,,146,75.20
Cam Lewis,2563205,DB,BUF,33,10,,1,,2,,,,,,,,4,,,,147,74.00
Chuck Clark,2558248,DB,PIT,31,20,,2,,1,,,,,,,,3,1,,,148,73.00
Andrew Mukuba,2574469,DB,PHI,27,19,0.5,2,2,,,,,,,,,3,1,41,,149,72.27
Garrett Williams,2570221,DB,ARI,25,21,,1,1,1,,,,,,,,5,,,,150,71.10
Chidobe Awuzie,2557840,DB,BAL,29,14,,,,,,,,,,,,7,1,,,151,69.90
Ifeatu Melifonwu,2566064,DB,MIA,31,22,1,1,1,,,,,,,,,1,1,,,152,69.70
James Pierre,2565003,DB,PIT,14,16,,1,1,,1,,1,,,,,11,,9,34,153,69.53
Sauce Gardner,2568027,DB,IND,28,8,,,,,,,,,,,,9,,,,154,69.30
Jonathan Jones,2556571,DB,WAS,30,11,1,1,,,,,,,,,,5,1,,,155,68.10
Myles Harden,2571952,DB,CLE,28,20,,2,,,,,,,,,,4,1,,,156,67.50
Julian Love,2562414,DB,SEA,23,11,1,1,1,,,,,,,,1,6,1,26,,157,67.47
Lathan Ransom,2573997,DB,CAR,21,30,1,2,1,1,,,,,,,,2,1,5,,158,67.17
Isaiah Oliver,2560830,DB,NYJ,29,26,,,,,,,,,,,,3,,,,159,66.60
Dante Trader Jr.,2574334,DB,MIA,29,26,,,,1,1,,,,,,,1,,,,160,66.10
Jamal Adams,2557979,DB,LV,30,14,1,4,,1,,,,,,,,,2,,,161,65.90
Thomas Harper,2573421,DB,DET,25,11,,1,1,1,,,,,,,,5,,,,162,65.10
Theo Jackson,2567652,DB,MIN,22,25,2,3,,1,1,,,,,,,1,2,,9,163,64.80
Markquese Bell,2568666,DB,DAL,20,21,,1,1,1,,,,,,1,,3,1,24,,164,63.90
Marques Sigle,2574547,DB,SF,28,24,,1,,,1,,,,,,,2,,,,165,63.90
Jaden Hicks,2572171,DB,KC,29,13,0.5,,,,,,,,,,,4,2,,,166,63.30
Benjamin St-Juste,2566604,DB,LAC,22,15,,,1,,,,,,,,,7,,,,167,63.00
Terrion Arnold,2572009,DB,DET,23,8,,,1,,,,,,,,,8,,,,168,62.80
Elijah Molden,2566115,DB,LAC,28,24,,,1,,,,,,,,,1,,,,169,62.40
Xavier Woods,2558159,DB,TEN,23,16,1,,2,,,,,,,,,3,,51,,170,62.30
Malik Hooker,2558060,DB,DAL,28,24,,2,,,,,,,,,,1,,,,171,61.90
Deonte Banks,2570155,DB,NYG,24,7,,2,,,,,,,,,,5,,,,172,61.70
Darien Porter,2574306,DB,LV,29,13,,,,,1,,,,,,,3,,,,173,59.80
Jahdae Barron,2574084,DB,DEN,24,11,,,1,,1,,,,,,,5,,,,174,59.60
Kelee Ringo,2570197,DB,PHI,29,8,,1,,1,1,,,,,,,2,,,,175,59.30
Avonte Maddox,2560795,DB,DET,23,9,,1,1,1,,,,,,,,4,,,,176,58.40
Noah Igbinoghene,2564457,DB,WAS,22,13,1,1,,,,,,,,,,5,2,,,177,57.80
DeShon Elliott,2560715,DB,PIT,20,18,1,1,1,1,,,,,,,,2,3,-4,,178,57.67
Will Harris,2562395,DB,WAS,22,16,1,1,,1,,,,,,,,3,,,,179,57.10
Darious Williams,2561469,DB,LAR,18,7,,1,1,,,,,,,,,8,,18,,180,56.80
Darius Slay,2540288,DB,FA,28,8,,1,,,1,,,,,,,3,,,-6,181,56.60
Roger McCreary,2567655,DB,LAR,23,14,1,1,1,,,,,,,,,2,1,,,182,55.40
Rayshawn Jenkins,2558182,DB,CLE,19,26,,,1,1,1,,,,,,,1,,9,,183,54.90
Kevin Winston Jr.,2574165,DB,TEN,21,13,1,4,,,,,,,,,,2,4,,,184,54.30
Marshon Lattimore,2558061,DB,WAS,16,11,,1,1,,1,,,,,,,7,,,,185,54.10
Andre Cisco,2566154,DB,NYJ,26,15,,1,,,1,,,,,,,1,,,,186,53.00
Trey Amos,2574603,DB,WAS,19,13,,1,,,,,,,,,,6,,,,187,52.80
Max Melton,2572420,DB,ARI,21,10,,1,,,,,,,,,,5,,,,188,51.50
Carrington Valentine,2569774,DB,GB,25,6,,,,,,,,,,,,4,,,,189,51.10
Shavon Revel Jr.,2574081,DB,DAL,23,12,,1,,,,,,,,,,3,,,,190,50.70
Marcus Harris,2574151,DB,TEN,18,10,,1,,1,,,,,,,,5,,,,191,50.50
Jason Pinnock,2565753,DB,SF,27,14,,1,,,,,,,,,,,,,,192,50.40
Christian Roland-Wallace,2572844,DB,KC,19,15,,,1,,,,,,,,,3,,23,,193,49.27
Ronnie Harrison,2561008,DB,ATL,20,9,2,2,,,,,,,,,,2,3,,,194,48.90
Charvarius Ward,2561417,DB,IND,17,8,,,,,1,,,,,,,7,,,,195,48.80
Juan Thornhill,2562761,DB,JAX,23,15,,1,,,1,,,,,,,1,,,,196,48.50
Kaiir Elam,2567331,DB,TEN,22,11,,1,,,2,,,,,,,2,,,9,197,48.40
Benjamin Morrison,2574592,DB,TB,19,7,,2,,,1,,,,,,,4,,,,198,46.70
Billy Bowman Jr.,2573907,DB,ATL,15,11,1.5,1,1,1,,,,,,,,2,2,,,199,46.60
R.J. Mickens,2574522,DB,LAC,18,11,,,2,,,,,,,,,2,,25,,200,46.43
Azareye'h Thomas,2574452,DB,NYJ,13,9,,2,,,,,,,,,,7,,,,201,45.40
Myles Bryant,2564592,DB,HOU,22,18,,1,,,,,,,,,,,,,,202,45.30
T.J. Tampa,2571841,DB,BAL,21,8,,,1,,,,,,,,,2,,,,203,44.80
Kerby Joseph,2567550,DB,DET,14,4,,,3,,,,,,,,,4,,1,,204,43.93
Jalyn Armour-Davis,2567262,DB,TEN,18,16,,1,,,,,,,,,,2,,,,205,43.10
Jordan Howden,2570140,DB,NO,18,11,,1,,,1,,1,,,,,,,,86,206,42.97
Maxwell Hairston,2573959,DB,BUF,14,4,,,2,,,,,,,,,5,,1,,207,42.93
Jason Marshall Jr.,2574327,DB,MIA,14,9,,1,1,,,,,,,,,4,1,24,,208,42.70
Qwan'tez Stiggers,2572369,DB,NYJ,17,10,,1,,,2,,,,,,,3,,,,209,42.50
Josh Wallace,2573749,DB,LAR,18,2,,,1,,,,,,,,,3,1,56,,210,41.57
Kris Abrams-Draine,2571988,DB,DEN,21,9,,1,,,,,,,,,,1,,,,211,40.90
Cameron Mitchell,2569684,DB,IND,14,5,,2,,1,,,,,,,,4,,,,212,40.50
Trikweze Bridges,2574506,DB,DAL,17,6,,,1,,,,,,,,,3,,7,,213,40.33
Kei'Trel Clark,2570230,DB,ARI,17,8,,1,,1,,,,,,,,2,,,,214,40.30
Johnathan Edwards,2574186,DB,IND,19,7,,,,,,,,,,,,3,,,,215,40.20
Devon Key,2566995,DB,DEN,19,9,,,,1,,,,,,,,1,,,,216,39.90
Sydney Brown,2570200,DB,PHI,17,17,,,,,,,,1,,,,,,,,217,39.70
L'Jarius Sneed,2564304,DB,TEN,18,8,,,,,,,,,,,,3,,,,218,39.30
Keyon Martin,2573944,DB,BAL,21,2,1,1,,,,,,,,,,1,1,,,219,39.20
Cam Taylor-Britt,2567454,DB,CIN,12,9,,1,,,,,,,,,,5,1,,,220,37.90
Nick McCloud,2566638,DB,CHI,18,9,,,,,,,,,,,,2,,,,221,37.40
Darrell Luter Jr.,2570305,DB,SF,17,11,,1,,,1,,,,,,,1,,,,222,37.10
M.J. Stewart,2560884,DB,HOU,15,10,,,,1,,,,,,,,2,,,,223,37.00
Nate Hobbs,2566259,DB,GB,14,13,,2,,,,,,,,,,2,,,,224,36.80
Quandre Diggs,2552262,DB,SEA,17,13,,,,,,,,,,,,1,,,,225,35.80
Trevon Diggs,2563836,DB,GB,20,7,,1,,,,,,,,,,,,,,226,35.70
Kristian Fulton,2564046,DB,KC,12,4,,,,,,,,,,,,6,,,,227,35.40
Chris Lammons,2561226,DB,IND,14,3,,1,1,,,,,,,,,3,,,,228,35.30
Christian Izien,2571593,DB,TB,16,9,,1,,1,,,,,,,,,,,,229,34.40
Dell Pettus,2573346,DB,NE,11,9,1,1,,1,,,,,,,,2,1,,,230,34.40
Isaac Yiadom,2560946,DB,NO,19,7,,1,,,,,,,,,,,,,,231,34.20
Jaylon Jones,2569870,DB,IND,13,5,,1,,,,,,,,,,4,,,,232,34.00
Jalen Davis,2561316,DB,CIN,7,13,1,2,1,1,,,,,,,,1,2,,,233,33.80
Derion Kendrick,2567841,DB,LAR,7,3,,1,2,,,,,,,,,5,,,,234,33.30
Lonnie Johnson,2562295,DB,LV,14,11,,,,,,,,,,,,2,,,,235,32.60
Jaylon Johnson,2563701,DB,CHI,15,2,,,1,,,,,,,,,2,,,,236,32.20
Michael Carter II,2565717,DB,PHI,12,12,,1,,,,,,,,,,2,,,,237,31.70
Juanyeh Thomas,2568720,DB,DAL,14,12,,,,,,,,,,,1,,,,,238,31.20
Kindle Vildor,2563713,DB,TB,11,5,,,1,,,,,,,,,3,,13,,239,30.93
Taylor Rapp,2562707,DB,BUF,17,9,,,,,,,,,,,,,,,,240,30.90
Jay Ward,2570089,DB,MIN,13,14,,1,,,1,,,,,,,,,,,241,30.40
Marcus Epps,2562946,DB,PHI,18,3,,1,,,,,,,,,,,,,,242,30.30
Tremon Smith,2561103,DB,HOU,13,10,,1,,,,,,,,,,2,,,,243,30.00
Terrell Burgess,2564331,DB,NO,10,12,,,,,,,,,,,,3,,,,244,29.70
Christian Braswell,2569876,DB,JAX,11,3,,2,,,,,,,,,,3,,,,245,28.80
Marcelino McCrary-Ball,2569260,DB,NYJ,11,12,,1,,1,,,,,,,,,,,,246,28.70
Darnell Savage,2562724,DB,BUF,10,8,,,,1,,,,,,,,2,,,,247,28.30
Rayuan Lane III,2574221,DB,JAX,12,8,,1,,,1,,,,,,,1,,,,248,27.80
Antonio Hamilton,2556804,DB,WAS,12,6,,,,,1,,,,,,,2,,,3,249,27.70
Caelen Carson,2571967,DB,DAL,12,5,,1,,,,,,,,,,2,,,,250,27.50
Rodney Thomas,2567721,DB,IND,14,7,,1,,,,,,,,,,,1,,,251,27.50
Kitan Crawford,2574481,DB,ARI,11,9,,,,,,,,,,,1,1,,,,252,27.40
Josh Newton,2571943,DB,CIN,12,3,,,,,,,,,,,,3,,,,253,27.30
Tavierre Thomas,2561278,DB,MIN,11,12,,,,1,,,,,,,,,,,,254,27.20
Fabian Moreau,2558136,DB,MIN,13,4,,,,,,,,,,,,2,,,,255,26.90
Arthur Maulet,2559087,DB,DET,11,3,,,1,,,,,,,,,2,,,,256,26.80
Daniel Thomas,2564238,DB,DET,10,13,,1,,,,,,,,,,1,,,,257,26.80
D.J. Ivey,2569660,DB,CIN,10,7,,,,,,,,,,,,3,,,,258,26.70
P.J. Locke,2563012,DB,DEN,9,7,,1,,,,,,,,,,3,,,,259,26.70
Corey Thornton,2574002,DB,CAR,8,6,,,,1,,,,,,,,3,,,,260,26.60
Erick Hallett,2569903,DB,TEN,12,10,,,,,,,,,,,,1,,,,261,26.50
Ethan Bonner,2571144,DB,MIA,7,8,,1,1,,1,,,,,,,2,,,,262,26.30
C.J. Henderson,2564199,DB,ATL,8,5,,,1,,,,,,,,,3,,,,263,26.00
Ja'Sir Taylor,2568192,DB,NYJ,12,9,,,,,,,,,,,,1,,,,264,25.90
Tycen Anderson,2567442,DB,CIN,10,13,,,,,,,,,,,,1,,,,265,25.30
Keondre Jackson,2573935,DB,BAL,10,3,,,,1,1,,,,,,1,,,,,266,24.30
Kevin Knowles,2574249,DB,KC,10,5,,,,,1,,,,,,,2,,,,267,24.00
Tristin McCollum,2568882,DB,LV,11,3,,2,,,,,,,,,,1,,,,268,23.80
